47.28813559322024,1,2
47.593220338982945,1,3
47.69491525423718,1,2
47.69491525423718,2,2
48.40677966101683,1,3
48.40677966101683,2,3
48.6101694915253,3,1
49.42372881355918,0,1
49.42372881355918,2,1
50.135593220338826,0,1
50.135593220338826,2,1
50.44067796610153,0,1
50.44067796610153,2,1
52.16949152542353,1,1
52.16949152542353,3,1
53.186440677965884,1,1
53.186440677965884,3,1
54.101694915254,1,1
54.101694915254,3,1
56.03389830508447,1,2
56.03389830508447,2,2
56.84745762711835,1,3
56.84745762711835,2,3
57.25423728813529,1,2
57.76271186440647,2,1
58.474576271186116,3,1
59.08474576271153,2,1
59.38983050847423,1,3
59.69491525423694,1,2
60.10169491525388,1,3
60.30508474576235,2,1
61.016949152542,1,2
61.22033898305047,1,3
61.3220338983047,2,1
61.62711864406741,1,2
61.83050847457588,1,3
61.932203389830114,2,1
62.338983050847055,3,1
62.64406779660976,2,1
62.94915254237247,1,2
63.15254237288094,1,3
63.25423728813517,2,1
63.66101694915211,1,2
63.864406779660584,1,3
63.96610169491482,2,1
64.27118644067754,1,2
64.57627118644027,2,1
64.98305084745724,3,1
65.59322033898269,2,1
65.89830508474542,1,3
66.20338983050814,1,2
66.61016949152511,1,3
66.8135593220336,2,1
67.5254237288133,1,2
67.72881355932178,1,3
67.83050847457602,2,1
68.13559322033875,1,2
68.33898305084723,1,3
68.44067796610148,2,1
68.84745762711844,3,1
69.4576271186439,2,1
70.06779661016935,1,2
70.57627118644056,1,3
70.6779661016948,2,2
71.18644067796602,2,3
72.71186440677965,1,2
72.71186440677965,2,2
73.72881355932208,1,3
73.72881355932208,2,3
75.15254237288147,1,2
75.15254237288147,3,2
76.27118644067814,1,3
76.27118644067814,3,3
76.57627118644086,1,2
76.57627118644086,2,2
77.28813559322056,1,3
77.28813559322056,2,3
78.00000000000026,1,2
78.00000000000026,3,2
79.11864406779692,1,3
79.11864406779692,3,3
80.54237288135631,1,2
80.54237288135631,2,2
81.66101694915298,1,3
81.66101694915298,2,3
81.96610169491571,1,2
81.96610169491571,2,2
82.27118644067843,1,3
82.27118644067843,2,3
83.08474576271237,1,1
83.08474576271237,2,1
83.59322033898358,1,1
83.59322033898358,2,1
84.20338983050904,1,2
84.20338983050904,2,1
84.8135593220345,3,1
85.83050847457692,1,3
85.93220338983116,1,2
85.93220338983116,2,1
86.13559322033964,3,1
86.84745762711934,1,3
87.05084745762782,1,1
87.35593220339055,2,1
87.76271186440752,1,1
87.966101694916,2,1
88.16949152542449,1,2
88.47457627118722,1,3
88.6779661016957,2,2
88.77966101694994,2,3
89.08474576271267,1,2
89.08474576271267,2,1
89.28813559322116,3,1
89.89830508474661,1,3
90.00000000000085,1,2
90.00000000000085,2,1
90.20338983050934,3,1
90.81355932203479,1,3
90.91525423728903,1,1
91.11864406779752,2,1
91.42372881356025,1,1
91.62711864406873,2,1
91.83050847457721,1,2
92.13559322033994,1,3
92.33898305084843,2,2
92.54237288135691,2,3
92.94915254237388,1,1
93.25423728813661,2,1
93.66101694915358,1,1
93.76271186440782,2,1
93.86440677966206,1,1
94.37288135593327,1,1
94.47457627118752,2,1
94.677966101696,1,1
94.77966101695024,2,1
94.88135593220449,1,1
95.3898305084757,1,2
95.3898305084757,2,1
95.49152542372994,3,1
96.00000000000115,1,3
96.1016949152554,1,2
96.1016949152554,2,1
96.30508474576388,3,1
97.52542372881479,1,3
97.83050847457751,1,2
98.84745762711994,1,3
99.15254237288266,2,2
99.45762711864539,2,3
99.55932203389963,1,1
100.16949152542509,1,1
100.16949152542509,2,1
